criteria;NbTrees;NbEspeces;percent;Kreal;Ktrouve;|Ktrouve-Kreal|;|Ktrouve-Kreal|/max(Ktrouve,Kreal));T;RI;ARI;Score;Partition trouve;Partition Ref;Time;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;9.874;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;9.874;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
W;36;?;?;?;2;2;1.000;0;0.944;0.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 2 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
W;36;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
W;36;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;8.645;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );9.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;13.091;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
W;36;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );7.000;
W;36;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
W;5;?;?;?;3;3;1.000;0;0.300;0.000;-10000000000.000;part(3 <> 2 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 );0.000;
W;36;?;?;?;2;2;1.000;0;0.892;0.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 2 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 2 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );7.000;
W;5;?;?;?;3;3;1.000;0;0.300;0.000;-10000000000.000;part(3 <> 2 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 );1.000;
CH;36;?;?;?;10;10;1.000;0;0.100;0.000;7.115;part(2 <> 6 <> 3 <> 8 <> 2 <> 4 <> 10 <> 3 <> 8 <> 10 <> 8 <> 10 <> 10 <> 4 <> 4 <> 9 <> 4 <> 4 <> 1 <> 7 <> 7 <> 3 <> 6 <> 4 <> 10 <> 4 <> 6 <> 7 <> 7 <> 2 <> 2 <> 8 <> 7 <> 5 <> 5 <> 6 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
CH;36;?;?;?;10;10;1.000;0;0.100;0.000;7.262;part(2 <> 7 <> 3 <> 10 <> 2 <> 9 <> 6 <> 3 <> 1 <> 6 <> 1 <> 6 <> 6 <> 9 <> 9 <> 5 <> 9 <> 9 <> 4 <> 1 <> 1 <> 3 <> 3 <> 9 <> 6 <> 9 <> 7 <> 1 <> 10 <> 10 <> 2 <> 8 <> 8 <> 10 <> 7 <> 7 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
CH;36;?;?;?;10;10;1.000;0;0.094;0.000;9.864;part(6 <> 9 <> 3 <> 5 <> 6 <> 7 <> 4 <> 3 <> 2 <> 4 <> 9 <> 1 <> 4 <> 2 <> 2 <> 3 <> 2 <> 2 <> 7 <> 6 <> 4 <> 7 <> 3 <> 5 <> 4 <> 5 <> 9 <> 3 <> 4 <> 4 <> 1 <> 10 <> 10 <> 8 <> 8 <> 9 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
CH;13;?;?;?;10;10;1.000;0;0.051;0.000;10952564.103;part(3 <> 5 <> 1 <> 2 <> 9 <> 7 <> 8 <> 4 <> 4 <> 10 <> 6 <> 8 <> 8 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
CH;13;?;?;?;10;10;1.000;0;0.051;0.000;4.748;part(5 <> 8 <> 4 <> 2 <> 6 <> 9 <> 10 <> 10 <> 10 <> 1 <> 7 <> 3 <> 3 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
CH;13;?;?;?;2;2;1.000;0;0.487;0.000;2.329;part(2 <> 2 <> 2 <> 2 <> 2 <> 2 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
W;13;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );3.000;
W;13;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );3.000;
CH;13;?;?;?;5;5;1.000;0;0.192;0.000;2.595;part(2 <> 4 <> 1 <> 3 <> 2 <> 3 <> 4 <> 2 <> 4 <> 1 <> 5 <> 4 <> 4 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
CH;13;?;?;?;2;2;1.000;0;0.487;0.000;2.331;part(2 <> 2 <> 2 <> 2 <> 2 <> 2 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );3.000;
W;13;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
W;47;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
W;47;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
W;47;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
W;47;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );11.000;
W;47;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
W;47;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
W;13;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );3.000;
CH;13;?;?;?;2;2;1.000;0;0.487;0.000;2.329;part(2 <> 2 <> 2 <> 2 <> 2 <> 2 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );3.000;
CH;13;?;?;?;2;2;1.000;0;0.538;0.000;2.634;part(2 <> 1 <> 2 <> 2 <> 2 <> 2 <> 2 <> 2 <> 1 <> 2 <> 1 <> 2 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
CH;13;?;?;?;2;2;1.000;0;0.538;0.000;2.634;part(2 <> 1 <> 2 <> 2 <> 2 <> 2 <> 2 <> 2 <> 1 <> 2 <> 1 <> 2 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
W;13;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
W;4;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 );1.000;
CH;4;?;?;?;2;2;1.000;0;0.333;0.000;4.122;part(2 <> 2 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 );1.000;
CH;20;?;?;?;4;4;1.000;0;0.247;0.000;1.166;part(2 <> 1 <> 2 <> 3 <> 1 <> 1 <> 3 <> 2 <> 4 <> 1 <> 4 <> 4 <> 3 <> 1 <> 2 <> 4 <> 1 <> 1 <> 2 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );4.000;
W;20;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );5.000;
W;4;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 );1.000;
W;4;?;?;?;3;3;1.000;0;0.167;0.000;-10000000000.000;part(2 <> 1 <> 3 <> 3 );part(1 <> 1 <> 1 <> 1 );1.000;
W;4;?;?;?;2;2;1.000;0;0.333;0.000;-10000000000.000;part(1 <> 1 <> 2 <> 2 );part(1 <> 1 <> 1 <> 1 );0.000;
CH;4;?;?;?;2;2;1.000;0;0.333;0.000;4.122;part(2 <> 2 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 );1.000;
CH;4;?;?;?;2;2;1.000;0;0.333;0.000;4.122;part(2 <> 2 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 );1.000;
CH;4;?;?;?;2;2;1.000;0;0.333;0.000;4.122;part(2 <> 2 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 );0.000;
W;4;?;?;?;3;3;1.000;0;0.167;0.000;-10000000000.000;part(2 <> 1 <> 3 <> 3 );part(1 <> 1 <> 1 <> 1 );0.000;
W;4;?;?;?;3;3;1.000;0;0.167;0.000;-10000000000.000;part(2 <> 1 <> 3 <> 3 );part(1 <> 1 <> 1 <> 1 );1.000;
W;4;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 );0.000;
W;4;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 );1.000;
W;13;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
W;12;?;?;?;6;6;1.000;0;0.136;0.000;-10000000000.000;part(2 <> 1 <> 5 <> 6 <> 3 <> 1 <> 5 <> 6 <> 4 <> 1 <> 5 <> 6 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
W;13;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
CH;13;?;?;?;2;2;1.000;0;0.538;0.000;2.634;part(2 <> 1 <> 2 <> 2 <> 2 <> 2 <> 2 <> 2 <> 1 <> 2 <> 1 <> 2 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );3.000;
W;13;?;?;?;2;2;1.000;0;0.846;0.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 2 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );3.000;
W;13;?;?;?;2;2;1.000;0;0.846;0.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 2 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
CH;13;?;?;?;2;2;1.000;0;0.538;0.000;2.634;part(1 <> 2 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 2 <> 1 <> 2 <> 1 <> 2 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
W;13;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
W;12;?;?;?;2;2;1.000;0;0.591;0.000;-10000000000.000;part(1 <> 2 <> 1 <> 1 <> 1 <> 2 <> 1 <> 1 <> 1 <> 2 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
W;4;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 );1.000;
W;4;?;?;?;2;2;1.000;0;0.333;0.000;-10000000000.000;part(1 <> 1 <> 2 <> 2 );part(1 <> 1 <> 1 <> 1 );1.000;
CH;4;?;?;?;2;2;1.000;0;0.333;0.000;8.680;part(2 <> 2 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 );0.000;
