criteria;NbTrees;NbEspeces;percent;Kreal;Ktrouve;|Ktrouve-Kreal|;|Ktrouve-Kreal|/max(Ktrouve,Kreal));T;RI;ARI;Score;Partition trouve;Partition Ref;Time;
W;22;?;?;?;4;4;1.000;0;0.390;0.000;-10000000000.000;part(2 <> 2 <> 4 <> 2 <> 4 <> 3 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 2 <> 3 <> 2 <> 1 <> 2 <> 1 <> 2 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );4.000;
W;22;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );5.000;
CH;22;?;?;?;2;2;1.000;0;0.481;0.000;3.574;part(2 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 2 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 1 <> 2 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );5.000;
W;22;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );5.000;
W;22;?;?;?;3;3;1.000;0;0.671;0.000;-10000000000.000;part(3 <> 1 <> 1 <> 1 <> 1 <> 3 <> 1 <> 2 <> 1 <> 1 <> 2 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );5.000;
W;36;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
W;36;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
W;36;?;?;?;1;1;1.000;0;1.000;1.000;-10000000000.000;part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );7.000;
CH;36;?;?;?;2;2;1.000;0;0.487;0.000;8.252;part(1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 2 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
CH;30;?;?;?;2;2;1.000;0;0.483;0.000;6.514;part(2 <> 1 <> 1 <> 2 <> 2 <> 2 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );7.000;
CH;30;?;?;?;2;2;1.000;0;0.483;0.000;6.514;part(2 <> 1 <> 1 <> 2 <> 2 <> 2 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );7.000;
CH;23;?;?;?;10;10;1.000;0;0.067;0.000;6.857;part(5 <> 8 <> 6 <> 8 <> 3 <> 5 <> 3 <> 1 <> 1 <> 5 <> 3 <> 9 <> 7 <> 8 <> 7 <> 2 <> 6 <> 2 <> 6 <> 4 <> 10 <> 4 <> 9 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );5.000;
CH;23;?;?;?;10;10;1.000;0;0.071;0.000;9.247;part(4 <> 9 <> 10 <> 9 <> 6 <> 4 <> 6 <> 3 <> 3 <> 4 <> 6 <> 8 <> 1 <> 9 <> 1 <> 8 <> 10 <> 8 <> 10 <> 2 <> 2 <> 5 <> 7 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );5.000;
CH;23;?;?;?;10;10;1.000;0;0.067;0.000;5.896;part(3 <> 2 <> 5 <> 2 <> 4 <> 3 <> 4 <> 8 <> 8 <> 3 <> 4 <> 10 <> 7 <> 2 <> 7 <> 1 <> 5 <> 1 <> 5 <> 6 <> 9 <> 6 <> 10 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );4.000;
CH;23;?;?;?;10;10;1.000;0;0.071;0.000;7.930;part(6 <> 7 <> 1 <> 7 <> 2 <> 6 <> 2 <> 9 <> 9 <> 6 <> 2 <> 5 <> 10 <> 7 <> 10 <> 5 <> 1 <> 5 <> 1 <> 3 <> 4 <> 3 <> 8 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );5.000;
CH;23;?;?;?;10;10;1.000;0;0.067;0.000;6.340;part(5 <> 1 <> 6 <> 1 <> 2 <> 5 <> 2 <> 9 <> 9 <> 5 <> 2 <> 8 <> 4 <> 1 <> 4 <> 3 <> 6 <> 3 <> 6 <> 10 <> 7 <> 10 <> 8 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );5.000;
CH;23;?;?;?;10;10;1.000;0;0.067;0.000;6.340;part(5 <> 1 <> 6 <> 1 <> 2 <> 5 <> 2 <> 9 <> 9 <> 5 <> 2 <> 8 <> 4 <> 1 <> 4 <> 3 <> 6 <> 3 <> 6 <> 10 <> 7 <> 10 <> 8 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );6.000;
CH;36;?;?;?;2;2;1.000;0;0.487;0.000;6.877;part(1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 2 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
CH;36;?;?;?;2;2;1.000;0;0.487;0.000;6.877;part(1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 1 <> 2 <> 2 <> 1 <> 1 <> 1 <> 1 <> 2 <> 2 <> 1 <> 2 <> 1 <> 1 <> 2 <> 2 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;8.645;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;8.645;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;8.645;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );7.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;4797998.366;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );7.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;4797998.366;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;8.645;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;8.645;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;4797998.366;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;8.645;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;8.645;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );9.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;8.645;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;8.645;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;8.645;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;8.645;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );8.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;8.645;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );7.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;8.645;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;8.645;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );9.000;
CH;36;?;?;?;35;35;1.000;0;0.002;0.000;8.645;part(8 <> 13 <> 19 <> 31 <> 6 <> 34 <> 33 <> 9 <> 16 <> 27 <> 21 <> 4 <> 4 <> 32 <> 10 <> 23 <> 1 <> 11 <> 3 <> 28 <> 12 <> 22 <> 35 <> 14 <> 7 <> 2 <> 17 <> 29 <> 26 <> 20 <> 18 <> 25 <> 30 <> 5 <> 15 <> 24 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );10.000;
CH;11;?;?;?;8;8;1.000;0;0.055;0.000;17260909.091;part(5 <> 4 <> 5 <> 6 <> 7 <> 3 <> 3 <> 2 <> 8 <> 8 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
CH;11;?;?;?;8;8;1.000;0;0.055;0.000;17260909.091;part(5 <> 4 <> 5 <> 6 <> 7 <> 3 <> 3 <> 2 <> 8 <> 8 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
CH;11;?;?;?;8;8;1.000;0;0.055;0.000;20767402.597;part(5 <> 4 <> 5 <> 6 <> 7 <> 3 <> 3 <> 2 <> 8 <> 8 <> 1 );part(1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 <> 1 );2.000;
